Publication Number,User Label,Publication Date,,Strength,Ultimate Parent
US20070148324,Application/Athletic,6/28/07,2007,50,E.i. Du Pont De Nemours & Company
EP1799046,soy/solubilize,6/27/07,2007,0,Nestle Sa
EP1800545,application/infant,6/27/07,2007,30,Nestle Sa
EP1802202,,7/4/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007068482,application/pasta,6/21/07,2007,0,Unilever N.v.
WO2007068483,application/pasta,6/21/07,2007,20,Unilever N.v.
WO2007070616,soy/texture,6/21/07,2007,20,Archer Daniels Midland Company
US20070160722,application/confection,7/12/07,2007,10,Nestle Sa
WO2007073903,application/infant,7/5/07,2007,20,Nestle Sa
EP1808084,application/soy sauce,7/18/07,2007,0,Kikkoman Corporation
WO2007077244,,7/12/07,2007,0,Novo Nordisk Fonden
US20070178218,soy/deflavor,8/2/07,2007,10,Archer Daniels Midland Company
US20070178219,,8/2/07,2007,80,"Pepsico, Inc."
EP1811858,soy/deflavor,8/1/07,2007,0,"Mondelez International, Inc."
WO2007080149,application/infant,7/19/07,2007,20,Nestle Sa
US7255888,application/dressing,8/14/07,2007,10,"Ajinomoto Co., Inc."
EP1820407,,8/22/07,2007,20,Nestle Sa
WO2007090477,application/confection,8/16/07,2007,20,"Fuji Oil Co., Ltd."
WO2007090869,application/confection,8/16/07,2007,10,"Fuji Oil Co., Ltd."
US7264835,soy/deflavor,9/4/07,2007,80,"General Mills, Inc."
US20070224328,application/confection,9/27/07,2007,0,"Cargill, Incorporated"
US20070224335,application/athletic,9/27/07,2007,0,E.i. Du Pont De Nemours & Company
US20070231450,Application/Dressing,10/4/07,2007,20,"Mondelez International, Inc."
US20070231453,,10/4/07,2007,10,Nestle Sa
US20070243236,,10/18/07,2007,10,"Cargill, Incorporated"
EP1836897,Application/Meat Products,9/26/07,2007,0,Nestle Sa
EP1838164,soy/solubilize,10/3/07,2007,0,E.i. Du Pont De Nemours & Company
EP1839490,Application/Dairy Products,10/3/07,2007,20,"Mondelez International, Inc."
EP1839496,Application/Dressing,10/3/07,2007,30,"Mondelez International, Inc."
EP1841333,application/dairy products,10/10/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007110411,application/confection,10/4/07,2007,20,Nestle Sa
WO2007110421,soy/deflavor,10/4/07,2007,20,Nestle Sa
US20070248739,soy/deflavor,10/25/07,2007,10,Koninklijke Dsm Nv
WO2007116474,application/soy sauce,10/18/07,2007,0,Kikkoman Corporation
WO2007116772,application/soy sauce,10/18/07,2007,0,"Fuji Oil Co., Ltd."
WO2007116819,,10/18/07,2007,0,"Fuji Oil Co., Ltd."
WO2007113257,soy/deflavor,10/11/07,2007,0,Novo Nordisk Fonden
WO2007120500,Soy/Defatting,10/25/07,2007,30,Koninklijke Dsm Nv
WO2007121273,Application/Weight Control,10/25/07,2007,10,Koninklijke Dsm Nv
EP1853122,Application/Meat Products,11/14/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007124992,Application/Dairy Products,11/8/07,2007,0,Unilever N.v.
WO2007124993,Application/Dairy Products,11/8/07,2007,0,Unilever N.v.
US20070269567,Application/Meat Products,11/22/07,2007,40,E.i. Du Pont De Nemours & Company
US20070269580,Application/Weight Control,11/22/07,2007,10,Archer Daniels Midland Company
US20070269583,Application/Meat Products,11/22/07,2007,50,E.i. Du Pont De Nemours & Company
EP1855552,application/dairy products,11/21/07,2007,0,E.i. Du Pont De Nemours & Company
US20070275152,application/athletic,11/29/07,2007,40,"Cargill, Incorporated"
US7303778,soy/solubilize,12/4/07,2007,60,E.i. Du Pont De Nemours & Company
US20070281055,,12/6/07,2007,30,Abbott Laboratories
EP1860959,application/athletic,12/5/07,2007,0,E.i. Du Pont De Nemours & Company
US7306821,soy/solubilize,12/11/07,2007,50,E.i. Du Pont De Nemours & Company
WO2007137122,Application/Meat Products,11/29/07,2007,60,E.i. Du Pont De Nemours & Company
WO2007137125,Application/Meat Products,11/29/07,2007,60,E.i. Du Pont De Nemours & Company
US20080003330,application/infant,1/3/08,2008,80,Abbott Laboratories
WO2007143088,,12/13/07,2007,0,Abbott Laboratories
EP1868451,,12/26/07,2007,0,"Cargill, Incorporated"
WO2007145334,application/soy sauce,12/21/07,2007,0,Kikkoman Corporation
WO2008002995,application/confection,1/3/08,2008,20,Mars Inc
WO2007149089,soy/deflavor,12/27/07,2007,20,E.i. Du Pont De Nemours & Company
WO2007149092,soy/solubilize,12/27/07,2007,20,E.i. Du Pont De Nemours & Company
WO2007149093,soy/solubilize,12/27/07,2007,20,E.i. Du Pont De Nemours & Company
WO2007149094,application/dressing,12/27/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007149095,soy/deflavor,12/27/07,2007,20,E.i. Du Pont De Nemours & Company
WO2007149591,application/infant,12/27/07,2007,10,The Procter & Gamble Company
US7323200,application/infant,1/29/08,2008,50,Abbott Laboratories
US7326431,Application/Dairy Products,2/5/08,2008,30,Unilever N.v.
US20080026108,application/confection,1/31/08,2008,30,Koninklijke Dsm Nv
US20080026111,application/confection,1/31/08,2008,20,Mars Inc
US20080026118,soy/deflavor,1/31/08,2008,30,"Pepsico, Inc."
WO2008009617,application/confection,1/24/08,2008,0,Nestle Sa
WO2008009618,application/confection,1/24/08,2008,0,Nestle Sa
WO2008011489,soy/deflavor,1/24/08,2008,60,"Pepsico, Inc."
US7329429,application/confection,2/12/08,2008,60,Mars Inc
WO2008016991,Application/Meat Products,2/7/08,2008,10,Koninklijke Dsm Nv
US7332192,application/dressing,2/19/08,2008,30,E.i. Du Pont De Nemours & Company
US20080050497,application/dairy products,2/28/08,2008,0,E.i. Du Pont De Nemours & Company
US20080057155,application/confection,3/6/08,2008,50,"Mondelez International, Inc."
US20080057174,application/soy sauce,3/6/08,2008,10,Kikkoman Corporation
WO2008019423,Application/Meat Products,2/21/08,2008,10,Nestle Sa
WO2008026553,,3/6/08,2008,0,"Fuji Oil Co., Ltd."
WO2008027952,application/confection,3/6/08,2008,10,"Mondelez International, Inc."
AR245581,application/pasta,2/28/94,1994,10,Nestle Sa
AR245955,Application/Meat Products,3/30/94,1994,30,Novo Nordisk Fonden
AU475355,Application/Dairy Products,8/19/76,1976,10,"Fuji Oil Co., Ltd."
AU484377,Application/Meat Products,8/14/75,1975,0,"General Mills, Inc."
AU626993,Application/Meat Products,8/13/92,1992,0,Unilever N.v.
AU681280,soy/solubilize,8/21/97,1997,0,Novo Nordisk Fonden
AU720838,Application/Meat Products,6/15/00,2000,0,E.i. Du Pont De Nemours & Company
AU755396,,12/12/02,2002,20,E.i. Du Pont De Nemours & Company
AU759523,application/pasta,4/17/03,2003,10,"Protein Polymer Technologies, Inc."
AU761143,,5/29/03,2003,10,Abbott Laboratories
AU769515,,1/29/04,2004,0,"Mondelez International, Inc."
AU1099076,soy/solubilize,8/18/77,1977,0,Archer Daniels Midland Company
AU2255295,soy/solubilize,10/30/95,1995,0,Novo Nordisk Fonden
AU2444497,Application/Meat Products,10/29/97,1997,0,E.i. Du Pont De Nemours & Company
AU3508601,,10/11/01,2001,0,"Mondelez International, Inc."
AU3648599,,11/23/99,1999,0,Abbott Laboratories
AU4558199,application/pasta,1/17/00,2000,0,Abbott Laboratories
AU5066390,Application/Meat Products,9/13/90,1990,0,Unilever N.v.
AU5451673,Application/Dairy Products,10/17/74,1974,0,"Fuji Oil Co., Ltd."
AU5463573,Application/Dairy Products,10/24/74,1974,0,"Fuji Oil Co., Ltd."
AU6171073,Application/Dairy Products,4/24/75,1975,0,"Fuji Oil Co., Ltd."
AU6552274,,8/14/75,1975,0,"General Mills, Inc."
AU6967000,application/pasta,9/13/01,2001,0,"Protein Polymer Technologies, Inc."
AU6967100,,8/30/01,2001,0,E.i. Du Pont De Nemours & Company
AU7478000,Application/Dairy Products,4/30/01,2001,0,Archer Daniels Midland Company
AU7722800,Application/Dairy Products,4/30/01,2001,0,Archer Daniels Midland Company
AU7729501,,4/11/02,2002,0,"Mondelez International, Inc."
AU7733601,,4/11/02,2002,0,"Mondelez International, Inc."
AU9137501,soy/solubilize,5/16/02,2002,0,"Mondelez International, Inc."
AU2003227285,Application/Dairy Products,2/12/04,2004,0,"Mondelez International, Inc."
AU2003228911,Soy/Defatting,11/11/03,2003,0,E.i. Du Pont De Nemours & Company
AU2003231985,soy/solubilize,10/20/03,2003,0,E.i. Du Pont De Nemours & Company
AU2003234754,,2/26/04,2004,0,"Mondelez International, Inc."
AU2003252405,soy/solubilize,2/23/04,2004,0,"Fuji Oil Co., Ltd."
AU2003256920,,2/16/04,2004,0,"Pepsico, Inc."
AU2003261781,soy/solubilize,3/19/04,2004,0,"Fuji Oil Co., Ltd."
AU2003284189,soy/solubilize,5/13/04,2004,0,E.i. Du Pont De Nemours & Company
AU2004200428,soy/solubilize,8/19/04,2004,0,"Mondelez International, Inc."
AU2004200925,application/pasta,9/22/05,2005,0,E.i. Du Pont De Nemours & Company
AU2004202236,soy/solubilize,12/9/04,2004,0,E.i. Du Pont De Nemours & Company
AU2004203021,Application/Meat Products,1/20/05,2005,0,E.i. Du Pont De Nemours & Company
AU2004206982,Application/Meat Products,3/24/05,2005,0,"Mondelez International, Inc."
AU2004224943,Application/Meat Products,5/19/05,2005,0,"Mondelez International, Inc."
AU2004224946,Application/Meat Products,5/19/05,2005,0,"Mondelez International, Inc."
BE772032,soy/solubilize,12/31/71,1971,0,Nestle Sa
BE783756,soy/deflavor,11/20/72,1972,0,The Procter & Gamble Company
CA987949,Application/Dairy Products,4/27/76,1976,0,"Fuji Oil Co., Ltd."
CA987950,Application/Dairy Products,4/27/76,1976,0,"Fuji Oil Co., Ltd."
CA1022382,Application/Dairy Products,12/13/77,1977,10,"Fuji Oil Co., Ltd."
CA1040922,Application/Dairy Products,10/24/78,1978,10,"Fuji Oil Co., Ltd."
CA1043157,soy/deflavor,11/28/78,1978,0,"Mondelez International, Inc."
CA1046337,soy/solubilize,1/16/79,1979,10,Nestle Sa
CA1046338,,1/16/79,1979,10,Nestle Sa
CA1046835,application/pasta,1/23/79,1979,0,"Mondelez International, Inc."
CA1074177,,3/25/80,1980,10,Archer Daniels Midland Company
CA1075963,,4/22/80,1980,10,Nestle Sa
CA1075965,soy/deflavor,4/22/80,1980,10,"Mondelez International, Inc."
CA1080026,soy/solubilize,6/24/80,1980,0,Unilever N.v.
CA1081036,,7/8/80,1980,10,"Mondelez International, Inc."
CA1088800,soy/solubilize,11/4/80,1980,0,"Mondelez International, Inc."
CA1106680,soy/deflavor,8/11/81,1981,0,The Procter & Gamble Company
CA1151938,,8/16/83,1983,0,"Mondelez International, Inc."
CA1160889,soy/solubilize,1/24/84,1984,0,"Mondelez International, Inc."
CA1172628,soy/solubilize,8/14/84,1984,10,Nestle Sa
CA1198699,,12/31/85,1985,0,Novo Nordisk Fonden
CA1202518,,4/1/86,1986,0,"Mondelez International, Inc."
CA1207181,Application/Dairy Products,7/8/86,1986,0,Nestle Sa
CA1220071,Application/Meat Products,4/7/87,1987,0,"Mondelez International, Inc."
CA1220970,soy/solubilize,4/28/87,1987,0,"Mondelez International, Inc."
CA1226162,,9/1/87,1987,0,"Mondelez International, Inc."
CA1226164,Application/Dairy Products,9/1/87,1987,0,"Mondelez International, Inc."
CA1228586,soy/solubilize,10/27/87,1987,10,The Procter & Gamble Company
CA1237320,soy/solubilize,5/31/88,1988,10,"Mondelez International, Inc."
CA1251685,,3/28/89,1989,10,Novo Nordisk Fonden
CA1252063,soy/solubilize,4/4/89,1989,10,Nestle Sa
CA1274114,,9/18/90,1990,10,"Mondelez International, Inc."
CA1316751,application/confection,4/27/93,1993,20,"Mondelez International, Inc."
CA2000398,Application/Meat Products,4/10/90,1990,0,Novo Nordisk Fonden
CA2010522,,9/3/90,1990,0,Nestle Sa
CA2052608,soy/solubilize,9/3/96,1996,10,"Cargill, Incorporated"
CA2060973,soy/solubilize,8/29/92,1992,0,Abbott Laboratories
CA2091973,application/confection,7/1/03,2003,30,"Mondelez International, Inc."
CA2103965,application/pasta,10/19/04,2004,30,"Protein Polymer Technologies, Inc."
CA2105788,,1/5/99,1999,10,Abbott Laboratories
CA2231292,Soy/Defatting,3/19/99,1999,0,"Protein Polymer Technologies, Inc."
CA2249366,Application/Meat Products,6/12/01,2001,10,E.i. Du Pont De Nemours & Company
CA2260785,application/confection,2/19/02,2002,30,Mars Inc
CA2263947,,1/21/99,1999,0,Nestle Sa
CA2294086,application/infant,1/14/99,1999,0,Abbott Laboratories
CA2306008,Soy/Defatting,8/10/04,2004,10,"Protein Polymer Technologies, Inc."
CA2308530,soy/solubilize,9/28/04,2004,20,"Protein Polymer Technologies, Inc."
CA2310296,application/pasta,8/29/01,2001,0,"Protein Polymer Technologies, Inc."
CA2317306,soy/deflavor,11/30/04,2004,10,"Protein Polymer Technologies, Inc."
CA2329878,,11/11/99,1999,0,Abbott Laboratories
CA2338525,soy/solubilize,8/29/01,2001,0,"Protein Polymer Technologies, Inc."
CA2338534,,8/29/01,2001,0,"Protein Polymer Technologies, Inc."
CA2343545,,10/10/01,2001,0,"Mondelez International, Inc."
CA2346203,,4/13/00,2000,0,Monsanto Company
CA2350641,,4/6/00,2000,0,Mars Inc
CA2357861,Application/Dairy Products,3/1/05,2005,10,"Mondelez International, Inc."
CA2358321,,3/29/02,2002,0,"Mondelez International, Inc."
CA2361227,soy/solubilize,5/15/02,2002,0,"Mondelez International, Inc."
CA2373622,Application/Meat Products,11/8/05,2005,30,Mars Inc
CA2385483,Application/Dairy Products,4/5/01,2001,0,Archer Daniels Midland Company
CA2385486,Application/Dairy Products,4/5/01,2001,0,Archer Daniels Midland Company
CA2390562,,5/25/01,2001,0,Unilever N.v.
CA2428986,,5/16/02,2002,0,"Cargill, Incorporated"
CA2429062,soy/deflavor,11/24/03,2003,0,"Mondelez International, Inc."
CA2435818,Application/Dairy Products,1/29/04,2004,0,"Mondelez International, Inc."
CA2436840,Application/Dairy Products,2/12/04,2004,0,"Mondelez International, Inc."
CA2438251,Application/Meat Products,8/29/02,2002,0,E.i. Du Pont De Nemours & Company
CA2443383,soy/solubilize,10/17/02,2002,0,E.i. Du Pont De Nemours & Company
CA2449906,soy/solubilize,8/21/04,2004,0,Unilever N.v.
CA2456826,application/dressing,8/5/04,2004,0,"Mondelez International, Inc."
CA2457898,,3/20/03,2003,0,The Procter & Gamble Company
CA2459452,soy/solubilize,6/9/05,2005,0,E.i. Du Pont De Nemours & Company
CA2461400,Soy/Defatting,9/20/04,2004,0,E.i. Du Pont De Nemours & Company
CA2468151,application/confection,11/22/04,2004,0,E.i. Du Pont De Nemours & Company
CA2479168,Application/Meat Products,3/4/05,2005,0,"Mondelez International, Inc."
CA2479244,soy/solubilize,9/25/03,2003,0,E.i. Du Pont De Nemours & Company
CA2484746,soy/solubilize,11/20/03,2003,0,E.i. Du Pont De Nemours & Company
CA2485557,Application/Meat Products,4/29/05,2005,0,"Mondelez International, Inc."
CA2485832,Application/Meat Products,4/29/05,2005,0,"Mondelez International, Inc."
CA2493113,Application/Meat Products,1/29/04,2004,0,E.i. Du Pont De Nemours & Company
CA2527644,application/confection,1/13/05,2005,0,Unilever N.v.
CA2531005,Application/Dairy Products,2/17/05,2005,0,Unilever N.v.
CA2535009,application/infant,3/3/05,2005,0,Abbott Laboratories
CA2538281,Application/Dairy Products,9/2/06,2006,0,"Mondelez International, Inc."
CH594364,,1/13/78,1978,10,"General Mills, Inc."
CN1012788,soy/deflavor,6/12/91,1991,30,Nestle Sa
CN1029192,application/soy sauce,7/5/95,1995,10,Nestle Sa
CN1047285,,12/15/99,1999,20,"Protein Polymer Technologies, Inc."
CN1055931,soy/solubilize,8/30/00,2000,30,Archer Daniels Midland Company
CN1065864,soy/deflavor,5/16/01,2001,50,Archer Daniels Midland Company
CN1070347,soy/deflavor,9/5/01,2001,30,Nestle Sa
CN1082345,,4/10/02,2002,10,"Fuji Oil Co., Ltd."
CN1087150,soy/deflavor,7/10/02,2002,20,Nestle Sa
CN1087909,,7/24/02,2002,10,"Fuji Oil Co., Ltd."
CN1093749,application/dressing,11/6/02,2002,20,"Fuji Oil Co., Ltd."
CN1094044,soy/solubilize,11/13/02,2002,40,Archer Daniels Midland Company
CN1094314,,11/20/02,2002,20,Nestle Sa
CN1098639,soy/deflavor,1/15/03,2003,10,"Fuji Oil Co., Ltd."
CN1099253,application/soy sauce,1/22/03,2003,10,Kikkoman Corporation
CN1102847,Soy/Defatting,3/12/03,2003,20,Archer Daniels Midland Company
CN1103560,application/soy sauce,3/26/03,2003,20,"Ajinomoto Co., Inc."
CN1104841,,4/9/03,2003,50,"Fuji Oil Co., Ltd."
CN1110255,soy/deflavor,6/4/03,2003,10,"Fuji Oil Co., Ltd."
CN1204818,,6/8/05,2005,10,Unilever N.v.
CN1217594,soy/deflavor,9/7/05,2005,30,"Protein Polymer Technologies, Inc."
CN1299242,application/soy sauce,6/13/01,2001,0,"Ajinomoto Co., Inc."
CN1310957,soy/deflavor,9/5/01,2001,20,"Protein Polymer Technologies, Inc."
CN1312021,soy/deflavor,9/12/01,2001,20,"Protein Polymer Technologies, Inc."
CN1321640,soy/solubilize,11/14/01,2001,10,Archer Daniels Midland Company
CN1323544,application/weight control,11/28/01,2001,20,Archer Daniels Midland Company
CN1323547,,11/28/01,2001,0,"Protein Polymer Technologies, Inc."
CN1326321,application/dairy products,12/12/01,2001,20,Monsanto Company
CN1334020,soy/solubilize,2/6/02,2002,20,"Protein Polymer Technologies, Inc."
CN1339272,soy/texture,3/13/02,2002,20,"Protein Polymer Technologies, Inc."
CN1350433,Application/Meat Products,5/22/02,2002,10,Mars Inc
CN1390095,Application/Athletic,1/8/03,2003,0,Unilever N.v.
CN1477934,,2/25/04,2004,20,"Cargill, Incorporated"
CN1499938,application/dressing,5/26/04,2004,10,Unilever N.v.
CN1499939,application/dressing,5/26/04,2004,10,Unilever N.v.
CN1541562,,11/3/04,2004,0,"Ajinomoto Co., Inc."
CN1615737,soy/deflavor,5/18/05,2005,10,"Mondelez International, Inc."
CN1617678,soy/solubilize,5/18/05,2005,0,"Ajinomoto Co., Inc."
CN1625965,application/dressing,6/15/05,2005,20,"Mondelez International, Inc."
CN1625966,,6/15/05,2005,20,E.i. Du Pont De Nemours & Company
CN1636461,soy/deflavor,7/13/05,2005,0,"Fuji Oil Co., Ltd."
CN1655687,soy/solubilize,8/17/05,2005,0,E.i. Du Pont De Nemours & Company
CN1656934,Application/Meat Products,8/24/05,2005,10,"Mondelez International, Inc."
CN1675239,soy/deflavor,9/28/05,2005,10,"Fuji Oil Co., Ltd."
CN1694626,application/dressing,11/9/05,2005,10,"Fuji Oil Co., Ltd."
CN1809288,Application/Weight Control,7/26/06,2006,20,Nestle Sa
CN1816288,application/confection,8/9/06,2006,10,Unilever N.v.
CN1832686,application/dressing,9/13/06,2006,10,Unilever N.v.
CN87100413,,9/16/87,1987,10,Nestle Sa
DE3375446,Application/Meat Products,3/3/88,1988,10,"Ajinomoto Co., Inc."
DE19844393,,3/30/00,2000,0,Mars Inc
EA5075,,10/28/04,2004,10,Unilever N.v.
EG11996,soy/solubilize,6/30/78,1978,0,Archer Daniels Midland Company
GB755798,,8/29/56,1956,0,Abbott Laboratories
GB760765,,11/7/56,1956,0,"Mondelez International, Inc."
GB819078,soy/deflavor,8/26/59,1959,10,"Mondelez International, Inc."
GB852559,,10/26/60,1960,0,"Mondelez International, Inc."
GB915039,,1/9/63,1963,0,"Mondelez International, Inc."
GB922751,,4/3/63,1963,0,"General Mills, Inc."
GB924956,soy/deflavor,5/1/63,1963,0,"Mondelez International, Inc."
GB925073,,5/1/63,1963,10,"Mondelez International, Inc."
GB937566,Application/Meat Products,9/25/63,1963,0,"General Mills, Inc."
GB958873,,5/27/64,1964,0,Nestle Sa
GB977238,,12/2/64,1964,0,"General Mills, Inc."
GB978818,,12/23/64,1964,0,"Pepsico, Inc."
GB979695,soy/texture,1/6/65,1965,0,"General Mills, Inc."
GB982624,application/dressing,2/10/65,1965,0,Unilever N.v.
GB0123398,Soy/Defatting,11/21/01,2001,0,"Mondelez International, Inc."
GB0123635,,11/21/01,2001,0,"Mondelez International, Inc."
GB0127253,,1/2/02,2002,0,"Mondelez International, Inc."
GB0229749,soy/deflavor,1/29/03,2003,0,Kikkoman Corporation
GB0421749,,11/3/04,2004,50,"Mondelez International, Inc."
GB1043585,,9/21/66,1966,10,"Mondelez International, Inc."
GB1089084,Application/Meat Products,11/1/67,1967,0,"Ajinomoto Co., Inc."
GB1090441,Application/Meat Products,11/8/67,1967,0,"General Mills, Inc."
GB1113462,,5/15/68,1968,10,"Mondelez International, Inc."
GB1140937,,1/22/69,1969,10,"Mondelez International, Inc."
GB1152942,Application/Meat Products,5/21/69,1969,0,"General Mills, Inc."
GB1210926,,11/4/70,1970,0,"Fuji Oil Co., Ltd."
GB1220668,soy/solubilize,1/27/71,1971,0,Nestle Sa
GB1269769,soy/solubilize,4/6/72,1972,0,Nestle Sa
GB1271173,Application/Meat Products,4/19/72,1972,0,Nestle Sa
GB1280449,,7/5/72,1972,0,"General Mills, Inc."
GB1280555,application/pasta,7/5/72,1972,10,"Mondelez International, Inc."
GB1318596,,5/31/73,1973,0,Unilever N.v.
GB1324947,,7/25/73,1973,0,"Mondelez International, Inc."
GB1326899,,8/15/73,1973,10,"Mondelez International, Inc."
